Time;R1;R2;R3;R4;R5;R6;R7;R8;Humidity;Temperature;Indexes
373;14552;27392;15321;26532;6071;45629;45023;29965;9.11;42.23;Air
374;14475;27342;15314;26567;6097;45651;44951;29832;9.11;42.22;Air
375;14479;27303;15351;26573;6072;45572;44974;29913;9.18;42.22;Air
376;14543;27394;15339;26502;6119;45702;45007;29976;9.11;42.22;Air
377;14487;27337;15330;26646;6160;45763;45076;29845;9.11;42.22;Air
378;14497;27354;15381;26503;6046;45750;45009;29898;9.11;42.23;Air
379;14464;27326;15276;26592;6098;45645;44976;29850;9.11;42.22;Air
380;14429;27395;15291;26604;6154;45712;45007;29878;9.11;42.23;Air
381;14484;27284;15238;26522;6086;45705;45032;29865;9.11;42.23;Air
382;14453;27311;15289;26595;6136;45641;45019;29894;9.11;42.23;Air
383;14493;27319;15321;26541;6062;45737;45031;29879;9.11;42.23;Air
384;14457;27344;15305;26612;6024;45697;45037;29918;9.11;42.24;Air
385;14491;27390;15337;26558;6129;45653;45045;29924;9.11;42.23;Air
386;14561;27471;15397;26587;6112;45664;44991;29879;9.11;42.23;Air
387;14516;27418;15401;26498;6105;45684;44980;29893;9.11;42.23;Air
388;14527;27404;15357;26565;6191;45665;45048;29908;9.11;42.22;Air
389;14452;27362;15333;26601;6100;45629;44948;29847;9.11;42.24;Air
390;14546;27395;15266;26580;6105;45703;44898;29909;9.11;42.23;Air
391;14495;27376;15389;26524;6172;45676;45005;29859;9.11;42.23;Air
392;14520;27362;15334;26543;6062;45618;44976;29809;9.11;42.22;Air
393;14502;27332;15374;26553;6071;45664;45011;29875;9.11;42.23;Air
394;14452;27289;15428;26601;6149;45734;44964;29871;9.11;42.23;Air
395;14465;27408;15321;26587;6066;45772;45051;29878;9.11;42.23;Air
396;14517;27232;15341;26586;6110;45766;44946;29902;9.11;42.23;Air
397;14474;27325;15317;26548;6043;45751;45009;29852;9.11;42.23;Air
398;14493;27313;15335;26474;6175;45749;45016;29848;9.11;42.23;Air
399;14457;27309;15298;26469;6088;45743;44975;29885;9.11;42.23;Air
400;14446;27336;15307;26513;6119;45718;45021;29891;9.11;42.24;Air
401;14518;27275;15417;26579;6079;45758;45103;29904;9.11;42.25;Air
402;14444;27366;15280;26452;6080;45767;45004;29891;9.11;42.25;Air
403;14439;27341;15364;26586;6153;45735;45011;29834;9.11;42.24;Air
404;14475;27331;15375;26498;6113;45680;45021;29895;9.11;42.24;Air
405;14490;27395;15309;26591;6107;45721;44998;29939;9.11;42.24;Air
406;14460;27362;15362;26503;6128;45743;44944;29897;9.11;42.24;Air
407;14428;27338;15335;26493;6060;45688;44982;29983;9.11;42.25;Air
408;14491;27275;15320;26534;6128;45602;45010;29884;9.11;42.24;Air
409;14410;27365;15363;26566;6122;45718;44972;29893;9.11;42.25;Air
410;14501;27447;15348;26632;6150;45704;44969;29851;9.11;42.25;Air
411;14464;27376;15328;26559;6102;45648;44968;29851;9.11;42.24;Air
412;14483;27466;15299;26586;6087;45680;44915;29860;9.11;42.24;Air
413;14527;27322;15379;26482;6122;45678;44948;29889;9.11;42.25;Air
414;14494;27309;15382;26554;6122;45680;45015;29839;9.11;42.25;Air
415;14520;27363;15368;26507;6096;45734;44984;29851;9.11;42.24;Air
416;14578;27343;15350;26582;6031;45634;45045;29970;9.11;42.27;Air
417;14437;27355;15315;26524;6094;45748;44947;29925;9.11;42.24;Air
418;14467;27340;15380;26614;6141;45721;45076;29872;9.11;42.25;Air
419;14488;27301;15362;26609;6095;45727;44963;29869;9.11;42.25;Air
420;14520;27293;15390;26589;6119;45685;44941;29868;9.11;42.26;Air
421;14509;27341;15270;26563;6160;45786;45058;29898;9.11;42.25;Air
422;14516;27269;15276;26512;6130;45687;44995;29872;9.11;42.25;Air
423;14428;27316;15321;26559;6141;45575;44971;29914;9.11;42.25;Air
424;14446;27291;15315;26599;6060;45600;44986;29926;9.07;42.25;Air
425;14476;27279;15313;26509;6179;45618;45064;29882;9.11;42.25;Air
426;14463;27310;15319;26622;6138;45647;44966;29875;9.04;42.26;Air
427;14431;27238;15225;26602;5991;45656;44994;29836;9.11;42.25;Air
428;14561;27347;15301;26551;6088;45653;44951;29798;9.11;42.25;Air
429;14528;27270;15355;26515;6103;45682;44939;29812;9.11;42.26;Air
430;14468;27410;15232;26553;6105;45658;45005;29857;9.11;42.26;Air
431;14474;27384;15365;26581;6182;45656;44992;29840;9.11;42.26;Air
432;14508;27377;15303;26453;6054;45756;45031;29843;9.11;42.26;Air
433;14441;27379;15315;26534;6099;45672;45024;29882;9.11;42.25;Air
434;14439;27371;15286;26553;6116;45667;45037;29790;9.11;42.26;Air
435;14469;27294;15302;26558;6138;45651;44993;29877;9.11;42.25;Air
436;14380;27354;15217;26592;6099;45705;45020;29842;9.11;42.25;Air
437;14501;27358;15264;26510;6121;45683;45026;29901;9.11;42.26;Air
438;14492;27379;15334;26579;6113;45694;44941;29864;9.11;42.26;Air
439;14533;27356;15296;26526;6129;45582;44943;29917;9.11;42.26;Air
440;14468;27252;15312;26579;6158;45630;45006;29892;9.11;42.27;Air
441;14529;27293;15338;26534;6122;45721;44990;29871;9.11;42.25;Air
442;14410;27322;15387;26535;6134;45617;45006;29864;9.11;42.26;Air
443;14484;27346;15323;26606;6082;45672;44941;29751;9.11;42.25;Air
444;14472;27330;15341;26509;6102;45583;44962;29858;9.11;42.26;Air
445;14515;27306;15327;26564;6086;45627;44990;29890;9.11;42.25;Air
446;14451;27273;15427;26527;6085;45714;44999;29857;9.11;42.25;Air
447;14442;27318;15406;26548;6115;45713;45061;29808;9.11;42.25;Air
448;14406;27291;15366;26493;6019;45704;44996;29864;9.11;42.25;Air
449;14504;27325;15306;26599;6102;45704;44995;29831;9.11;42.26;Air
450;14476;27382;15405;26554;6060;45623;44945;29876;9.11;42.26;Air
451;14505;27385;15249;26599;6077;45621;44962;29906;9.11;42.25;Air
452;14435;27426;15348;26526;6090;45704;45016;29835;9.07;42.27;Air
453;14415;27363;15301;26550;6059;45678;44969;29848;9.11;42.26;Air
454;14498;27339;15367;26496;6141;45724;44959;29894;9.11;42.26;Air
455;14509;27270;15303;26460;6064;45695;45023;29819;9.11;42.26;Air
456;14434;27378;15369;26545;6050;45733;44962;29857;9.11;42.27;Air
457;14547;27303;15272;26562;6094;45709;44970;29852;9.11;42.26;Air
458;14509;27279;15352;26495;6103;45657;44999;29824;9.11;42.26;Air
459;14468;27291;15264;26501;6090;45681;44977;29839;9.11;42.27;Air
460;14501;27315;15403;26605;6112;45647;44956;29853;9.11;42.26;Air
461;14455;27294;15270;26553;6019;45636;45010;29854;9.11;42.26;Air
462;14472;27305;15346;26618;6081;45600;45038;29845;9.11;42.27;Air
463;14506;27284;15247;26558;6141;45690;44929;29864;9.11;42.26;Air
464;14387;27316;15364;26557;6016;45681;44993;29844;9.11;42.27;Air
465;14432;27326;15358;26572;6029;45697;44965;29847;9.11;42.26;Air
466;14394;27341;15320;26475;6147;45706;44916;29865;9.11;42.27;Air
467;14529;27415;15353;26528;6147;45642;45033;29862;9.11;42.27;Air
468;14412;27306;15289;26551;6044;45686;44985;29800;9.11;42.27;Air
469;14466;27379;15291;26574;6107;45641;44969;29903;9.11;42.26;Air
470;14466;27327;15326;26522;6071;45641;44966;29831;9.11;42.27;Air
471;14472;27456;15347;26503;6076;45638;44948;29762;9.11;42.28;Air
472;14452;27437;15351;26514;6055;45697;44981;29872;9.11;42.27;Air
473;14474;27407;15260;26577;6079;45674;44964;29870;9.11;42.27;Air
474;14514;27387;15280;26484;6045;45645;44991;29814;9.11;42.28;Air
475;14435;27378;15296;26479;6048;45669;45023;29831;9.11;42.27;Air
476;14502;27375;15316;26474;6016;45652;44955;29830;9.11;42.27;Air
477;14391;27398;15332;26519;6174;45672;44896;29851;9.11;42.27;Air
478;14479;27302;15298;26522;6107;45639;44948;29885;9.11;42.26;Air
479;14488;27302;15335;26595;6104;45717;45008;29859;9.11;42.26;Air
480;14474;27308;15286;26559;6128;45734;44985;29820;9.11;42.27;Air
481;14514;27393;15267;26529;6121;45644;44976;29870;9.11;42.28;Air
482;14501;27400;15323;26619;6057;45628;44954;29802;9.11;42.28;Air
483;14527;27358;15283;26567;6073;45650;44950;29802;9.11;42.28;Air
484;14520;27281;15324;26509;6122;45672;45001;29877;9.11;42.28;Air
485;14417;27365;15294;26600;6122;45595;44936;29772;9.11;42.28;Air
486;14475;27358;15355;26510;6148;45682;44990;29892;9.11;42.29;Air
487;14505;27295;15261;26537;6112;45681;45012;29837;9.11;42.28;Air
488;14471;27291;15298;26468;6085;45668;45007;29841;9.11;42.28;Air
489;14410;27326;15360;26539;6138;45734;45019;29906;9.11;42.28;Air
490;14493;27300;15333;26574;6019;45602;44944;29857;9.11;42.28;Air
491;14508;27301;15303;26451;6103;45672;44896;29875;9.11;42.27;Air
492;14440;27374;15284;26551;6083;45657;45006;29868;9.11;42.27;Air
493;14483;27295;15227;26519;6037;45652;44994;29883;9.11;42.28;Air
494;14465;27331;15272;26507;6049;45659;45040;29894;9.11;42.28;Air
495;14478;27355;15361;26510;6056;45628;45042;29926;9.11;42.28;Air
496;14503;27406;15295;26546;6113;45650;44992;29877;9.11;42.27;Air
497;14484;27417;15296;26565;6115;45664;44936;29941;9.11;42.28;Air
498;14473;27402;15312;26548;6087;45603;44969;29874;9.11;42.28;Air
499;14418;27347;15350;26506;6158;45671;44934;29806;9.04;42.29;Air
500;14472;27304;15378;26604;6171;45631;44982;29825;9.11;42.29;Air
501;14487;27306;15278;26556;6016;45659;44972;29855;9.07;42.28;Air
502;14451;27309;15338;26566;6140;45590;44942;29801;9.11;42.28;Air
503;14456;27252;15257;26460;6119;45689;45008;29845;9.11;42.28;Air
504;14493;27359;15306;26499;6111;45646;45024;29851;9.11;42.28;Air
505;14528;27274;15349;26580;6031;45691;44979;29931;9.07;42.29;Air
506;14429;27281;15256;26535;6111;45704;45067;29804;9.11;42.28;Air
507;14434;27404;15341;26553;6120;45644;45019;29890;9.11;42.29;Air
508;14483;27363;15307;26494;6135;45596;44980;29859;9.07;42.28;Air
509;14452;27376;15271;26539;6056;45670;45012;29846;9.07;42.29;Air
510;14433;27308;15288;26593;6109;45733;45000;29874;9.04;42.29;Air
511;14513;27272;15309;26563;6055;45702;45024;29850;9.11;42.29;Air
512;14415;27329;15339;26536;6089;45669;44962;29878;9.11;42.29;Air
513;14421;27366;15298;26552;6086;45710;45003;29827;9.11;42.29;Air
514;14451;27384;15322;26482;6080;45697;45016;29888;9.11;42.29;Air
515;14487;27315;15256;26466;6116;45761;45019;29851;9.11;42.29;Air
516;14430;27372;15337;26456;6065;45707;44988;29889;9.11;42.29;Air
517;14380;27380;15280;26569;6061;45715;44892;29768;9.11;42.28;Air
518;14451;27352;15282;26506;6065;45675;44991;29904;9.07;42.28;Air
519;14426;27364;15300;26516;6121;45646;44926;29776;9.11;42.28;Air
520;14446;27402;15200;26520;6090;45677;44987;29806;9.07;42.28;Air
521;14480;27437;15298;26559;6083;45734;45028;29884;9.11;42.28;Air
522;14456;27410;15332;26501;6097;45651;45022;29802;9.04;42.29;Air
523;14458;27363;15276;26500;6170;45709;44966;29810;9.11;42.28;Air
524;14486;27320;15276;26538;6033;45698;44949;29796;9.07;42.29;Air
525;14431;27288;15312;26526;6122;45671;45055;29849;9.04;42.29;Air
526;14453;27256;15336;26601;6172;45615;45024;29769;9.11;42.28;Air
527;14465;27359;15318;26509;6126;45704;44926;29797;9.11;42.27;Air
528;14439;27380;15285;26540;6102;45613;44973;29832;9.11;42.29;Air
529;14485;27377;15340;26562;6030;45568;45039;29837;9.11;42.28;Air
530;14443;27291;15294;26565;6033;45674;44945;29838;9.04;42.28;Air
531;14452;27268;15294;26588;6093;45655;44999;29792;9.11;42.28;Air
532;14464;27306;15271;26557;6031;45702;44953;29809;9.04;42.29;Air
533;14550;27364;15267;26533;6071;45644;45004;29860;9.07;42.29;Air
534;14383;27362;15312;26528;6090;45613;44962;29831;9.11;42.28;Air
535;14531;27320;15236;26521;6118;45635;44999;29835;9.11;42.3;Air
536;14450;27352;15268;26490;6123;45641;44975;29823;9.07;42.3;Air
537;14483;27318;15291;26537;6141;45655;45026;29824;9.11;42.31;Air
538;14440;27313;15322;26543;6030;45674;44948;29872;9.11;42.3;Air
539;14503;27341;15292;26562;6107;45711;44945;29810;9.11;42.29;Air
540;14460;27333;15259;26547;6130;45661;44958;29862;9.07;42.3;Air
541;14467;27330;15254;26498;6065;45603;44960;29783;9.11;42.29;Air
542;14484;27289;15321;26509;6070;45633;44943;29827;9.11;42.3;Air
543;14381;27375;15370;26503;6048;45622;44951;29875;9.11;42.29;Air
544;14462;27363;15294;26588;6118;45645;44999;29846;9.11;42.29;Air
545;14473;27342;15222;26565;6086;45630;44971;29866;9.11;42.29;Air
546;14459;27356;15300;26485;6196;45595;45041;29941;9.11;42.3;Air
547;14442;27326;15346;26464;6100;45681;44987;29881;9.11;42.29;Air
548;14456;27402;15330;26523;6013;45646;44935;29797;9.11;42.3;Air
549;14476;27480;15279;26505;6079;45630;44992;29872;9.11;42.3;Air
550;14468;27434;15217;26540;6103;45609;45001;29831;9.11;42.3;Air
551;14461;27386;15310;26529;6060;45636;44999;29822;9.11;42.29;Air
552;14407;27370;15351;26502;6017;45654;45047;29893;9.11;42.29;Air
553;14474;27299;15373;26561;6095;45685;44893;29808;9.11;42.3;Air
554;14526;27338;15296;26497;6091;45636;44953;29865;9.11;42.3;Air
555;14460;27259;15317;26553;6128;45668;44979;29851;9.11;42.29;Air
556;14438;27283;15325;26585;6150;45726;44938;29851;9.11;42.3;Air
557;14423;27342;15323;26519;6092;45698;45059;29855;9.04;42.3;Air
558;14493;27327;15319;26611;6019;45705;44976;29964;9.07;42.31;Air
559;14431;27348;15274;26521;6133;45709;44946;29832;9.11;42.3;Air
560;14428;27342;15333;26496;6064;45733;44991;29871;9.11;42.3;Air
561;14429;27316;15378;26563;6102;45623;44922;29830;9.11;42.31;Air
562;14495;27369;15368;26503;6047;45673;44936;29808;9.11;42.3;Air
563;14477;27255;15243;26595;6098;45692;44969;29830;9.11;42.29;Air
564;14492;27342;15288;26548;6150;45602;44999;29781;9.11;42.31;Air
565;14472;27307;15315;26536;6089;45595;45052;29870;9.11;42.3;Air
566;14484;27376;15281;26550;6047;45612;45000;29814;9.11;42.3;Air
567;14440;27351;15250;26585;6069;45592;45046;29817;9.11;42.3;Air
568;14454;27295;15400;26546;6091;45598;44974;29825;9.11;42.3;Air
569;14446;27409;15281;26543;6032;45604;44937;29847;9.11;42.3;Air
570;14442;27344;15340;26587;6073;45665;45026;29771;9.11;42.3;Air
571;14433;27340;15321;26525;6073;45563;44945;29857;9.11;42.3;Air
572;14450;27323;15289;26523;6116;45601;45015;29842;9.11;42.31;Air
573;14428;27385;15305;26531;6121;45577;44958;29776;9.11;42.3;Air
574;14409;27298;15346;26468;6152;45639;45008;29831;9.11;42.3;Air
575;14445;27368;15334;26523;6046;45609;45027;29785;9.11;42.29;Air
576;14484;27295;15407;26422;6166;45656;44975;29861;9.11;42.3;Air
577;14453;27289;15336;26567;6115;45635;44982;29898;9.11;42.3;Air
578;14475;27386;15313;26600;6089;45682;44926;29897;9.11;42.3;Air
579;14389;27334;15296;26543;6124;45641;44962;29864;9.11;42.29;Air
580;14428;27309;15316;26532;6187;45678;44973;29852;9.11;42.29;Air
581;14408;27295;15332;26491;6078;45658;44973;29846;9.11;42.29;Air
582;14533;27301;15337;26498;6031;45657;44905;29827;9.11;42.31;Air
583;14480;27263;15286;26509;6081;45689;44986;29874;9.11;42.3;Air
584;14457;27299;15237;26463;6076;45670;45017;29903;9.11;42.3;Air
585;14425;27322;15301;26435;6035;45710;44935;29861;9.11;42.3;Air
586;14463;27378;15326;26503;6099;45662;44986;29834;9.11;42.31;Air
587;14470;27273;15308;26529;6111;45681;44947;29795;9.11;42.31;Air
588;14448;27233;15310;26508;6131;45732;44963;29900;9.11;42.31;Air
589;14432;27309;15307;26476;6050;45745;44973;29763;9.11;42.3;Air
590;14473;27397;15344;26547;6069;45626;44961;29879;9.11;42.3;Air
591;14473;27291;15315;26542;6148;45635;44912;29814;9.11;42.3;Air
592;14440;27308;15227;26557;6057;45768;44919;29841;9.11;42.3;Air
593;14476;27332;15350;26527;6090;45663;44979;29839;9.11;42.3;Air
594;14439;27401;15339;26559;6047;45653;44992;29963;9.11;42.31;Air
595;14475;27354;15315;26512;5996;45617;44943;29854;9.11;42.29;Air
596;14417;27416;15315;26451;6067;45533;44915;29806;9.11;42.3;Air
597;14482;27361;15319;26539;6108;45591;44959;29866;9.11;42.29;Air
598;14442;27401;15341;26538;6131;45612;45006;29875;9.11;42.29;Air
599;14524;27428;15278;26461;6016;45601;44941;29826;9.11;42.31;Air
600;14446;27315;15290;26531;6151;45664;44999;29852;9.11;42.29;Air
601;14464;27352;15351;26520;6103;45597;44922;29791;9.11;42.3;Air
602;14513;27237;15278;26560;6160;45629;44982;29889;9.15;42.3;Air
603;14481;27345;15330;26552;6068;45663;44994;29896;9.11;42.3;Air
604;14439;27307;15277;26580;6080;45659;44959;29850;9.11;42.3;Air
605;14416;27299;15296;26578;6071;45650;44996;29861;9.11;42.3;Air
606;14359;27330;15349;26494;6061;45612;44942;29816;9.11;42.3;Air
607;14473;27356;15357;26593;6106;45587;44981;29786;9.11;42.3;Air
608;14416;27405;15286;26549;6137;45695;45015;29818;9.11;42.3;Air
609;14420;27380;15307;26534;6150;45641;44917;29785;9.11;42.3;Air
610;14447;27319;15309;26506;6101;45652;44923;29909;9.19;42.31;Air
611;14503;27291;15282;26569;6088;45621;44967;29831;9.11;42.3;Air
612;14439;27379;15311;26483;6061;45609;44996;29874;9.11;42.3;Air
613;14494;27351;15303;26486;6120;45714;44931;29853;9.11;42.3;Air
614;14451;27346;15384;26535;6143;45622;45074;29878;9.11;42.3;Air
615;14456;27262;15337;26559;6082;45560;44986;29831;9.11;42.3;Air
616;14455;27302;15348;26565;6130;45650;45010;29848;9.11;42.31;Air
617;14468;27388;15334;26516;6112;45713;44959;29850;9.11;42.3;Air
618;14447;27378;15374;26459;6113;45672;44932;29822;9.11;42.3;Air
619;14414;27364;15317;26486;6145;45616;44895;29880;9.11;42.3;Air
620;14422;27333;15239;26527;6041;45601;44947;29812;9.11;42.31;Air
621;14485;27302;15345;26582;6065;45656;44935;29804;9.11;42.29;Air
622;14448;27288;15289;26459;6097;45596;44965;29858;9.11;42.3;Air
623;14451;27304;15250;26582;6055;45582;44957;29800;9.11;42.3;Air
624;14433;27276;15319;26579;6060;45703;44889;29824;9.11;42.3;Air
625;14396;27299;15360;26541;6033;45586;45016;29798;9.11;42.29;Air
626;14366;27343;15317;26583;6120;45644;44998;29842;9.04;42.31;Air
627;14437;27323;15281;26649;6063;45626;44895;29863;9.11;42.3;Air
628;14458;27305;15286;26546;6161;45649;44933;29870;9.11;42.29;Air
629;14495;27332;15337;26551;6039;45701;44959;29940;9.07;42.3;Air
630;14445;27261;15338;26557;6115;45614;44994;29850;9.11;42.3;Air
631;14428;27365;15220;26605;6094;45664;45022;29854;9.11;42.3;Air
632;14493;27305;15342;26502;6076;45563;44936;29848;9.11;42.29;Air
633;14445;27294;15280;26537;6071;45602;44962;29821;9.11;42.3;Air
634;14449;27293;15352;26523;6111;45668;44961;29803;9.11;42.31;Air
635;14425;27320;15316;26551;6078;45698;44945;29809;9.04;42.31;Air
636;14447;27211;15312;26617;6121;45655;44878;29873;9.11;42.3;Air
637;14452;27243;15309;26547;6017;45631;44928;29736;9.11;42.31;Air
638;14430;27287;15272;26512;6090;45639;44995;29754;9.11;42.3;Air
639;14432;27364;15305;26544;6093;45584;44967;29802;9.11;42.3;Air
640;14500;27396;15236;26594;6127;45595;44993;29804;9.11;42.31;Air
641;14492;27404;15297;26560;6109;45594;44981;29748;9.11;42.31;Air
642;14401;27381;15320;26556;6118;45604;44953;29756;9.11;42.3;Air
643;14420;27314;15277;26580;6025;45624;44952;29788;9.11;42.31;Air
644;14388;27337;15298;26575;6160;45673;44932;29825;9.11;42.3;Air
645;14448;27431;15333;26502;6109;45692;44943;29809;9.11;42.3;Air
646;14493;27333;15329;26482;6062;45599;44976;29815;9.11;42.3;Air
647;14430;27332;15303;26505;6064;45535;44923;29856;9.11;42.3;Air
648;14439;27332;15281;26573;6064;45632;44974;29849;9.11;42.31;Air
649;14378;27323;15265;26569;6090;45601;44954;29823;9.11;42.3;Air
650;14440;27354;15433;26549;6065;45572;44935;29837;9.11;42.3;Air
651;14431;27335;15391;26527;6160;45594;44903;29922;9.11;42.3;Air
652;14474;27287;15297;26514;6054;45571;44911;29835;9.11;42.3;Air
653;14414;27320;15321;26442;6114;45565;44925;29861;9.11;42.31;Air
654;14442;27332;15369;26494;6013;45579;44956;29842;9.11;42.31;Air
655;14420;27288;15300;26551;6070;45596;44914;29837;9.11;42.3;Air
656;14436;27380;15359;26579;6126;45643;44848;29855;9.11;42.31;Air
657;14370;27336;15396;26541;6017;45510;44968;29822;9.11;42.31;Air
658;14404;27394;15344;26523;6078;45642;44937;29835;9.11;42.31;Air
659;14457;27279;15334;26476;6023;45594;44877;29835;9.11;42.32;Air
660;14478;27299;15355;26542;6066;45595;44895;29879;9.11;42.31;Air
661;14489;27316;15329;26472;6036;45667;45020;29831;9.11;42.32;Air
662;14366;27313;15278;26482;6075;45593;44949;29815;9.11;42.32;Air
663;14412;27328;15323;26554;6085;45588;44975;29841;9.11;42.31;Air
664;14472;27338;15318;26557;6146;45575;44957;29809;9.11;42.31;Air
665;14411;27315;15348;26505;6100;45541;44973;29843;9.11;42.31;Air
666;14476;27365;15274;26519;6043;45506;44959;29786;9.11;42.31;Air
667;14404;27365;15305;26553;6083;45633;44996;29831;9.15;42.31;Air
668;14465;27439;15332;26519;6004;45676;44912;29799;9.11;42.31;Air
669;14450;27372;15282;26561;6056;45638;44935;29799;9.11;42.31;Air
670;14452;27357;15352;26582;6110;45708;44986;29876;9.11;42.32;Air
671;14463;27265;15360;26461;6146;45632;44941;29833;9.11;42.31;Air
672;14448;27344;15299;26575;6005;45684;44927;29787;9.15;42.31;Air
673;14437;27286;15338;26528;6080;45661;44983;29893;9.11;42.3;Air
674;14467;27272;15321;26486;6096;45645;44929;29798;9.11;42.31;Air
675;14466;27259;15294;26468;6087;45643;44981;29800;9.11;42.3;Air
676;14488;27281;15394;26473;6032;45707;44931;29880;9.11;42.3;Air
677;14435;27246;15272;26570;6058;45592;44934;29872;9.11;42.31;Air
678;14411;27231;15252;26489;6159;45675;44991;29936;9.11;42.3;Air
679;14446;27257;15328;26443;6141;45587;44932;29906;9.19;42.31;Air
680;14398;27307;15301;26540;6072;45655;44911;29860;9.11;42.31;Air
681;14494;27225;15366;26531;6115;45625;44970;29816;9.11;42.3;Air
682;14475;27299;15335;26482;6181;45507;44960;29791;9.11;42.31;Air
683;14418;27372;15340;26517;6053;45629;44957;29833;9.11;42.31;Air
684;14477;27273;15256;26502;6021;45596;44927;29850;9.11;42.31;Air
685;14486;27341;15313;26553;6025;45628;44944;29835;9.11;42.31;Air
686;14511;27296;15311;26536;6163;45583;44983;29870;9.11;42.31;Air
